"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
Queens,Youth 18 to 24 Years,2008,Number,210365,36081
Queens,Youth 18 to 24 Years,2008,Percent,0.09174,36081
Staten Island,Adults 25 Years and Older,2008,Number,326111,36085
Staten Island,Adults 25 Years and Older,2008,Percent,0.66907,36085
Staten Island,Children Under 18 Years,2008,Number,113866,36085
Staten Island,Children Under 18 Years,2008,Percent,0.23362,36085
Staten Island,Youth 18 to 24 Years,2008,Number,47430,36085
Staten Island,Youth 18 to 24 Years,2008,Percent,0.09731,36085
New York City,Adults 25 Years and Older,2008,Number,5637793,3651000
New York City,Adults 25 Years and Older,2008,Percent,0.67408,3651000
New York City,Children Under 18 Years,2008,Number,1912803,3651000
New York City,Children Under 18 Years,2008,Percent,0.2287,3651000
New York City,Youth 18 to 24 Years,2008,Number,813114,3651000
New York City,Youth 18 to 24 Years,2008,Percent,0.09722,3651000
Battery Park/Tribeca,Adults 25 Years and Older,2009,Number,44480.97826,101
Battery Park/Tribeca,Adults 25 Years and Older,2009,Percent,0.786,101
Battery Park/Tribeca,Children Under 18 Years,2009,Number,6583.05878,101
Battery Park/Tribeca,Children Under 18 Years,2009,Percent,0.11633,101
Battery Park/Tribeca,Youth 18 to 24 Years,2009,Number,5527.81477,101
Battery Park/Tribeca,Youth 18 to 24 Years,2009,Percent,0.09768,101
Greenwich Village,Adults 25 Years and Older,2009,Number,65663.02174,102
Greenwich Village,Adults 25 Years and Older,2009,Percent,0.786,102
Greenwich Village,Children Under 18 Years,2009,Number,9717.94122,102
Greenwich Village,Children Under 18 Years,2009,Percent,0.11633,102
Greenwich Village,Youth 18 to 24 Years,2009,Number,8160.18523,102
Greenwich Village,Youth 18 to 24 Years,2009,Percent,0.09768,102
Lower East Side,Adults 25 Years and Older,2009,Number,122117,103
Lower East Side,Adults 25 Years and Older,2009,Percent,0.75374,103
Lower East Side,Children Under 18 Years,2009,Number,24075,103
Lower East Side,Children Under 18 Years,2009,Percent,0.1486,103
Lower East Side,Youth 18 to 24 Years,2009,Number,15822,103
Lower East Side,Youth 18 to 24 Years,2009,Percent,0.09766,103
Chelsea/Clinton,Adults 25 Years and Older,2009,Number,79060.88608,104
Chelsea/Clinton,Adults 25 Years and Older,2009,Percent,0.80442,104
Chelsea/Clinton,Children Under 18 Years,2009,Number,7696.82351,104
Chelsea/Clinton,Children Under 18 Years,2009,Percent,0.07831,104
Chelsea/Clinton,Youth 18 to 24 Years,2009,Number,11524.90857,104
Chelsea/Clinton,Youth 18 to 24 Years,2009,Percent,0.11726,104
Midtown Business District,Adults 25 Years and Older,2009,Number,39569.11392,105
Midtown Business District,Adults 25 Years and Older,2009,Percent,0.80442,105
Midtown Business District,Children Under 18 Years,2009,Number,3852.17649,105
Midtown Business District,Children Under 18 Years,2009,Percent,0.07831,105
Midtown Business District,Youth 18 to 24 Years,2009,Number,5768.09144,105
Midtown Business District,Youth 18 to 24 Years,2009,Percent,0.11726,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2009,Number,128675,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2009,Percent,0.82735,106
Murray Hill/Stuyvesant,Children Under 18 Years,2009,Number,13753,106
Murray Hill/Stuyvesant,Children Under 18 Years,2009,Percent,0.08843,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2009,Number,13099,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2009,Percent,0.08422,106
Upper West Side,Adults 25 Years and Older,2009,Number,167452,107
Upper West Side,Adults 25 Years and Older,2009,Percent,0.78565,107
Upper West Side,Children Under 18 Years,2009,Number,37339,107
Upper West Side,Children Under 18 Years,2009,Percent,0.17519,107
Upper West Side,Youth 18 to 24 Years,2009,Number,8346,107
Upper West Side,Youth 18 to 24 Years,2009,Percent,0.03916,107
Upper East Side,Adults 25 Years and Older,2009,Number,187919,108
Upper East Side,Adults 25 Years and Older,2009,Percent,0.80262,108
Upper East Side,Children Under 18 Years,2009,Number,37953,108
Upper East Side,Children Under 18 Years,2009,Percent,0.1621,108
Upper East Side,Youth 18 to 24 Years,2009,Number,8261,108
Upper East Side,Youth 18 to 24 Years,2009,Percent,0.03528,108
Manhattanville,Adults 25 Years and Older,2009,Number,86589,109
Manhattanville,Adults 25 Years and Older,2009,Percent,0.65178,109
Manhattanville,Children Under 18 Years,2009,Number,25171,109
Manhattanville,Children Under 18 Years,2009,Percent,0.18947,109
Manhattanville,Youth 18 to 24 Years,2009,Number,21091,109
Manhattanville,Youth 18 to 24 Years,2009,Percent,0.15876,109
Central Harlem,Adults 25 Years and Older,2009,Number,81834,110
Central Harlem,Adults 25 Years and Older,2009,Percent,0.66893,110
Central Harlem,Children Under 18 Years,2009,Number,27991,110
Central Harlem,Children Under 18 Years,2009,Percent,0.2288,110
Central Harlem,Youth 18 to 24 Years,2009,Number,12511,110
Central Harlem,Youth 18 to 24 Years,2009,Percent,0.10227,110
East Harlem,Adults 25 Years and Older,2009,Number,74062,111
East Harlem,Adults 25 Years and Older,2009,Percent,0.65352,111
East Harlem,Children Under 18 Years,2009,Number,24668,111
East Harlem,Children Under 18 Years,2009,Percent,0.21767,111
East Harlem,Youth 18 to 24 Years,2009,Number,14598,111
East Harlem,Youth 18 to 24 Years,2009,Percent,0.12881,111
Washington Heights,Adults 25 Years and Older,2009,Number,146472,112
Washington Heights,Adults 25 Years and Older,2009,Percent,0.70378,112
Washington Heights,Children Under 18 Years,2009,Number,41292,112
Washington Heights,Children Under 18 Years,2009,Percent,0.1984,112
Washington Heights,Youth 18 to 24 Years,2009,Number,20359,112
Washington Heights,Youth 18 to 24 Years,2009,Percent,0.09782,112
Mott Haven,Adults 25 Years and Older,2009,Number,54757.01723,201
Mott Haven,Adults 25 Years and Older,2009,Percent,0.56602,201
Mott Haven,Children Under 18 Years,2009,Number,29680.84438,201
Mott Haven,Children Under 18 Years,2009,Percent,0.30681,201
Mott Haven,Youth 18 to 24 Years,2009,Number,12302.25137,201
Mott Haven,Youth 18 to 24 Years,2009,Percent,0.12717,201
Hunts Point,Adults 25 Years and Older,2009,Number,31266.98277,202
Hunts Point,Adults 25 Years and Older,2009,Percent,0.56602,202
Hunts Point,Children Under 18 Years,2009,Number,16948.15563,202
Hunts Point,Children Under 18 Years,2009,Percent,0.30681,202
Hunts Point,Youth 18 to 24 Years,2009,Number,7024.74863,202
Hunts Point,Youth 18 to 24 Years,2009,Percent,0.12717,202
Morrisania,Adults 25 Years and Older,2009,Number,40039.51615,203
Morrisania,Adults 25 Years and Older,2009,Percent,0.54588,203
Morrisania,Children Under 18 Years,2009,Number,23443.75585,203
Morrisania,Children Under 18 Years,2009,Percent,0.31962,203
Morrisania,Youth 18 to 24 Years,2009,Number,9865.18413,203
Morrisania,Youth 18 to 24 Years,2009,Percent,0.1345,203
Concourse/Highbridge,Adults 25 Years and Older,2009,Number,82439,204
Concourse/Highbridge,Adults 25 Years and Older,2009,Percent,0.60277,204
Concourse/Highbridge,Children Under 18 Years,2009,Number,39210,204
Concourse/Highbridge,Children Under 18 Years,2009,Percent,0.28669,204
Concourse/Highbridge,Youth 18 to 24 Years,2009,Number,15119,204
Concourse/Highbridge,Youth 18 to 24 Years,2009,Percent,0.11055,204
University Heights,Adults 25 Years and Older,2009,Number,85090,205
University Heights,Adults 25 Years and Older,2009,Percent,0.5565,205
University Heights,Children Under 18 Years,2009,Number,46808,205
University Heights,Children Under 18 Years,2009,Percent,0.30613,205
University Heights,Youth 18 to 24 Years,2009,Number,21005,205
University Heights,Youth 18 to 24 Years,2009,Percent,0.13738,205
East Tremont,Adults 25 Years and Older,2009,Number,41799.48385,206
East Tremont,Adults 25 Years and Older,2009,Percent,0.54588,206
East Tremont,Children Under 18 Years,2009,Number,24474.24415,206
East Tremont,Children Under 18 Years,2009,Percent,0.31962,206
East Tremont,Youth 18 to 24 Years,2009,Number,10298.81587,206
East Tremont,Youth 18 to 24 Years,2009,Percent,0.1345,206
Bedford Park,Adults 25 Years and Older,2009,Number,76368,207
Bedford Park,Adults 25 Years and Older,2009,Percent,0.58614,207
Bedford Park,Children Under 18 Years,2009,Number,41829,207
Bedford Park,Children Under 18 Years,2009,Percent,0.32105,207
Bedford Park,Youth 18 to 24 Years,2009,Number,12093,207
Bedford Park,Youth 18 to 24 Years,2009,Percent,0.09282,207
Riverdale,Adults 25 Years and Older,2009,Number,71573,208
Riverdale,Adults 25 Years and Older,2009,Percent,0.68099,208
Riverdale,Children Under 18 Years,2009,Number,22434,208
Riverdale,Children Under 18 Years,2009,Percent,0.21345,208
Riverdale,Youth 18 to 24 Years,2009,Number,11095,208
Riverdale,Youth 18 to 24 Years,2009,Percent,0.10556,208
Unionport/Soundview,Adults 25 Years and Older,2009,Number,112551,209
Unionport/Soundview,Adults 25 Years and Older,2009,Percent,0.61592,209
Unionport/Soundview,Children Under 18 Years,2009,Number,51853,209
Unionport/Soundview,Children Under 18 Years,2009,Percent,0.28376,209
Unionport/Soundview,Youth 18 to 24 Years,2009,Number,18333,209
Unionport/Soundview,Youth 18 to 24 Years,2009,Percent,0.10033,209
Throgs Neck,Adults 25 Years and Older,2009,Number,80731,210
Throgs Neck,Adults 25 Years and Older,2009,Percent,0.70271,210
Throgs Neck,Children Under 18 Years,2009,Number,24571,210
Throgs Neck,Children Under 18 Years,2009,Percent,0.21388,210
Throgs Neck,Youth 18 to 24 Years,2009,Number,9583,210
Throgs Neck,Youth 18 to 24 Years,2009,Percent,0.08341,210
Pelham Parkway,Adults 25 Years and Older,2009,Number,87933,211
Pelham Parkway,Adults 25 Years and Older,2009,Percent,0.69394,211
Pelham Parkway,Children Under 18 Years,2009,Number,28463,211
Pelham Parkway,Children Under 18 Years,2009,Percent,0.22462,211
Pelham Parkway,Youth 18 to 24 Years,2009,Number,10319,211
Pelham Parkway,Youth 18 to 24 Years,2009,Percent,0.08144,211
Williamsbridge,Adults 25 Years and Older,2009,Number,93796,212
Williamsbridge,Adults 25 Years and Older,2009,Percent,0.6425,212
Williamsbridge,Children Under 18 Years,2009,Number,39576,212
Williamsbridge,Children Under 18 Years,2009,Percent,0.27109,212
Williamsbridge,Youth 18 to 24 Years,2009,Number,12614,212
Williamsbridge,Youth 18 to 24 Years,2009,Percent,0.08641,212
Williamsburg/Greenpoint,Adults 25 Years and Older,2009,Number,92495,301
Williamsburg/Greenpoint,Adults 25 Years and Older,2009,Percent,0.66417,301
Williamsburg/Greenpoint,Children Under 18 Years,2009,Number,33797,301
Williamsburg/Greenpoint,Children Under 18 Years,2009,Percent,0.24269,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2009,Number,12971,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2009,Percent,0.09314,301
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2009,Number,88174,302
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2009,Percent,0.72693,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2009,Number,22560,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2009,Percent,0.18599,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2009,Number,10563,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2009,Percent,0.08708,302
Bedford Stuyvesant,Adults 25 Years and Older,2009,Number,77663,303
Bedford Stuyvesant,Adults 25 Years and Older,2009,Percent,0.58607,303
Bedford Stuyvesant,Children Under 18 Years,2009,Number,39607,303
Bedford Stuyvesant,Children Under 18 Years,2009,Percent,0.29889,303
Bedford Stuyvesant,Youth 18 to 24 Years,2009,Number,15244,303
Bedford Stuyvesant,Youth 18 to 24 Years,2009,Percent,0.11504,303
Bushwick,Adults 25 Years and Older,2009,Number,79393,304
Bushwick,Adults 25 Years and Older,2009,Percent,0.58867,304
Bushwick,Children Under 18 Years,2009,Number,38137,304
Bushwick,Children Under 18 Years,2009,Percent,0.28277,304
Bushwick,Youth 18 to 24 Years,2009,Number,17339,304
Bushwick,Youth 18 to 24 Years,2009,Percent,0.12856,304
East New York,Adults 25 Years and Older,2009,Number,99796,305
East New York,Adults 25 Years and Older,2009,Percent,0.60921,305
East New York,Children Under 18 Years,2009,Number,46013,305
East New York,Children Under 18 Years,2009,Percent,0.28089,305
East New York,Youth 18 to 24 Years,2009,Number,18004,305
East New York,Youth 18 to 24 Years,2009,Percent,0.10991,305
Park Slope,Adults 25 Years and Older,2009,Number,88019,306
Park Slope,Adults 25 Years and Older,2009,Percent,0.74036,306
Park Slope,Children Under 18 Years,2009,Number,21870,306
Park Slope,Children Under 18 Years,2009,Percent,0.18396,306
Park Slope,Youth 18 to 24 Years,2009,Number,8997,306
Park Slope,Youth 18 to 24 Years,2009,Percent,0.07568,306
Sunset Park,Adults 25 Years and Older,2009,Number,108234,307
Sunset Park,Adults 25 Years and Older,2009,Percent,0.68358,307
Sunset Park,Children Under 18 Years,2009,Number,36008,307
Sunset Park,Children Under 18 Years,2009,Percent,0.22742,307
Sunset Park,Youth 18 to 24 Years,2009,Number,14091,307
Sunset Park,Youth 18 to 24 Years,2009,Percent,0.089,307
Crown Heights North,Adults 25 Years and Older,2009,Number,84817,308
Crown Heights North,Adults 25 Years and Older,2009,Percent,0.67352,308
Crown Heights North,Children Under 18 Years,2009,Number,28037,308
Crown Heights North,Children Under 18 Years,2009,Percent,0.22264,308
Crown Heights North,Youth 18 to 24 Years,2009,Number,13077,308
Crown Heights North,Youth 18 to 24 Years,2009,Percent,0.10384,308
Crown Heights South,Adults 25 Years and Older,2009,Number,67689,309
Crown Heights South,Adults 25 Years and Older,2009,Percent,0.62003,309
Crown Heights South,Children Under 18 Years,2009,Number,29230,309
Crown Heights South,Children Under 18 Years,2009,Percent,0.26775,309
Crown Heights South,Youth 18 to 24 Years,2009,Number,12251,309
Crown Heights South,Youth 18 to 24 Years,2009,Percent,0.11222,309
Bay Ridge,Adults 25 Years and Older,2009,Number,90760,310
Bay Ridge,Adults 25 Years and Older,2009,Percent,0.7046,310
Bay Ridge,Children Under 18 Years,2009,Number,29548,310
Bay Ridge,Children Under 18 Years,2009,Percent,0.22939,310
Bay Ridge,Youth 18 to 24 Years,2009,Number,8503,310
Bay Ridge,Youth 18 to 24 Years,2009,Percent,0.06601,310
Bensonhurst,Adults 25 Years and Older,2009,Number,120218,311
Bensonhurst,Adults 25 Years and Older,2009,Percent,0.7358,311
Bensonhurst,Children Under 18 Years,2009,Number,31213,311
Bensonhurst,Children Under 18 Years,2009,Percent,0.19104,311
Bensonhurst,Youth 18 to 24 Years,2009,Number,11953,311
Bensonhurst,Youth 18 to 24 Years,2009,Percent,0.07316,311
Borough Park,Adults 25 Years and Older,2009,Number,92122,312
Borough Park,Adults 25 Years and Older,2009,Percent,0.56294,312
Borough Park,Children Under 18 Years,2009,Number,57671,312
Borough Park,Children Under 18 Years,2009,Percent,0.35242,312
Borough Park,Youth 18 to 24 Years,2009,Number,13852,312
Borough Park,Youth 18 to 24 Years,2009,Percent,0.08465,312
Coney Island,Adults 25 Years and Older,2009,Number,84308,313
Coney Island,Adults 25 Years and Older,2009,Percent,0.7591,313
Coney Island,Children Under 18 Years,2009,Number,17931,313
Coney Island,Children Under 18 Years,2009,Percent,0.16145,313
Coney Island,Youth 18 to 24 Years,2009,Number,8824,313
Coney Island,Youth 18 to 24 Years,2009,Percent,0.07945,313
Flatbush/Midwood,Adults 25 Years and Older,2009,Number,102947,314
Flatbush/Midwood,Adults 25 Years and Older,2009,Percent,0.63042,314
Flatbush/Midwood,Children Under 18 Years,2009,Number,43036,314
Flatbush/Midwood,Children Under 18 Years,2009,Percent,0.26354,314
Flatbush/Midwood,Youth 18 to 24 Years,2009,Number,17315,314
Flatbush/Midwood,Youth 18 to 24 Years,2009,Percent,0.10603,314
Sheepshead Bay,Adults 25 Years and Older,2009,Number,108249,315
Sheepshead Bay,Adults 25 Years and Older,2009,Percent,0.72259,315
Sheepshead Bay,Children Under 18 Years,2009,Number,30749,315
Sheepshead Bay,Children Under 18 Years,2009,Percent,0.20526,315
Sheepshead Bay,Youth 18 to 24 Years,2009,Number,10808,315
Sheepshead Bay,Youth 18 to 24 Years,2009,Percent,0.07215,315
Brownsville,Adults 25 Years and Older,2009,Number,66695,316
Brownsville,Adults 25 Years and Older,2009,Percent,0.56334,316
Brownsville,Children Under 18 Years,2009,Number,39715,316
Brownsville,Children Under 18 Years,2009,Percent,0.33545,316
Brownsville,Youth 18 to 24 Years,2009,Number,11982,316
Brownsville,Youth 18 to 24 Years,2009,Percent,0.10121,316
East Flatbush,Adults 25 Years and Older,2009,Number,104531,317
East Flatbush,Adults 25 Years and Older,2009,Percent,0.69143,317
East Flatbush,Children Under 18 Years,2009,Number,32756,317
East Flatbush,Children Under 18 Years,2009,Percent,0.21667,317
East Flatbush,Youth 18 to 24 Years,2009,Number,13894,317
East Flatbush,Youth 18 to 24 Years,2009,Percent,0.0919,317
Canarsie,Adults 25 Years and Older,2009,Number,138040,318
Canarsie,Adults 25 Years and Older,2009,Percent,0.64673,318
Canarsie,Children Under 18 Years,2009,Number,55894,318
Canarsie,Children Under 18 Years,2009,Percent,0.26187,318
Canarsie,Youth 18 to 24 Years,2009,Number,19508,318
Canarsie,Youth 18 to 24 Years,2009,Percent,0.0914,318
Astoria,Adults 25 Years and Older,2009,Number,138099,401
Astoria,Adults 25 Years and Older,2009,Percent,0.7829,401
Astoria,Children Under 18 Years,2009,Number,24880,401
Astoria,Children Under 18 Years,2009,Percent,0.14105,401
Astoria,Youth 18 to 24 Years,2009,Number,13415,401
Astoria,Youth 18 to 24 Years,2009,Percent,0.07605,401
Sunnyside/Woodside,Adults 25 Years and Older,2009,Number,99457,402
Sunnyside/Woodside,Adults 25 Years and Older,2009,Percent,0.75915,402
Sunnyside/Woodside,Children Under 18 Years,2009,Number,23500,402
Sunnyside/Woodside,Children Under 18 Years,2009,Percent,0.17937,402
Sunnyside/Woodside,Youth 18 to 24 Years,2009,Number,8054,402
Sunnyside/Woodside,Youth 18 to 24 Years,2009,Percent,0.06148,402
Jackson Heights,Adults 25 Years and Older,2009,Number,129107,403
Jackson Heights,Adults 25 Years and Older,2009,Percent,0.6871,403
