"Name","Graduation Rate by Economic Status"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Economic Status,TimeFrame,DataFormat,Data,Fips
"Hunts Point, Port Morris",Economically Disadvantaged,2019,Percent,0.54493,SD8
"Hunts Point, Port Morris",Not Economically Disadvantaged,2019,Percent,0.63702,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2019,Percent,0.67156,SD9
"East Tremont, Morris Heights",Not Economically Disadvantaged,2019,Percent,0.60424,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2019,Percent,0.72839,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2019,Percent,0.80739,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2019,Percent,0.68704,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2019,Percent,0.71022,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2019,Percent,0.59143,SD12
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2019,Percent,0.44398,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2019,Percent,0.82669,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2019,Percent,0.89102,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2019,Percent,0.77797,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2019,Percent,0.82154,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2019,Percent,0.66366,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2019,Percent,0.71348,SD15
Bedford Stuyvesant,Economically Disadvantaged,2019,Percent,0.54478,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2019,Percent,0.51136,SD16
Crown Heights,Economically Disadvantaged,2019,Percent,0.72322,SD17
Crown Heights,Not Economically Disadvantaged,2019,Percent,0.7327,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2019,Percent,0.59212,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2019,Percent,0.57197,SD18
East New York,Economically Disadvantaged,2019,Percent,0.73951,SD19
East New York,Not Economically Disadvantaged,2019,Percent,0.71179,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2019,Percent,0.73171,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2019,Percent,0.66988,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2019,Percent,0.72154,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2019,Percent,0.77333,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2019,Percent,0.81529,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2019,Percent,0.81858,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2019,Percent,0.40652,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2019,Percent,0.38095,SD23
Bushwick,Economically Disadvantaged,2019,Percent,0.64643,SD32
Bushwick,Not Economically Disadvantaged,2019,Percent,0.65385,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2019,Percent,0.77023,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2019,Percent,0.72753,SD24
"Flushing, Whitestone",Economically Disadvantaged,2019,Percent,0.71574,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2019,Percent,0.69139,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2019,Percent,0.86472,SD26
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2019,Percent,0.8683,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2019,Percent,0.70996,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2019,Percent,0.69524,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2019,Percent,0.80266,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2019,Percent,0.83103,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2019,Percent,0.74434,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2019,Percent,0.75,SD29
"Long Island City, Astoria",Economically Disadvantaged,2019,Percent,0.75502,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2019,Percent,0.78882,SD30
Staten Island,Economically Disadvantaged,2019,Percent,0.75494,SD31
Staten Island,Not Economically Disadvantaged,2019,Percent,0.88787,SD31
